name,owner,location,phone,email,services,categories,source_url
JR THOMAS' GOLF CARS,,"71-416 Highway 111, Rancho Mirage, CA 92270", (760) 346-6789,dennis@jrthomasgolfcars.com,"golf cars rentals, golf cars new sales, Golf Cart Rental, golf cars used sales, electric car repair and service, golf cars repair and service, Golf Cart Painting, golf cars maintenance agreements, Golf Cart Customization, electric carts new sales, electric cart used sales, electric car rentals, golf cart rentals, Golf Cart Parts, Used Golf Carts, Batteries, Golf Cart Accessories, Electric Golf Carts.","Sporting Goods, Architects & Builders Services, Building Specialties, Electric Cars, Golf Cars & Carts, Golf Cart Repair & Service, Golf Course Architects, Golf Course Construction, Golf Courses, Golf Equipment & Supplies, Golf Equipment Repair, Golf Instruction, Golf Practice Ranges, Lodging, Miniature Golf, Resorts, Sporting Goods Repair, Sports Instruction ",https://www.yellowpages.com/rancho-mirage-ca/mip/jr-thomas-golf-cars-540892753?lid=1001914976054
Gymstars Gymnastics Inc,,"1740 West Hammer Lane, Stockton, CA 95209", (209) 957-1919,btanon@gymstars.com,,"Sporting Goods, Campgrounds & Recreational Vehicle Parks, Camps-Recreational, Cheerleading, Children's Party Planning & Entertainment, Clubs, Dance Clubs, Dance Halls, Dancing Instruction, Gymnastics Instruction, Gymnastics Supplies, Health Clubs, Health Resorts, Lodging, Martial Arts Instruction, Night Clubs, Party & Event Planners, Party Planning, Preschools & Kindergarten, Recreation Centers, Schools, Sports Instruction, Youth Camps ",https://www.yellowpages.com/stockton-ca/mip/gymstars-gymnastics-inc-476077319?lid=1001978531764
World Power Martial Arts,,"3593 N Los Coyotes Diagonal, Long Beach, CA 90808", (562) 938-1406,mastereskwon@gmail.com,"Co-Ed Classes, Advanced Classes, Classes, After School Programs, Visitors Welcome, Taekwondo, Competition Training, Adult Classes, Group Classes, Evening Classes, Black Belt Instructors, Free Trial Lessons, Family Discounts, Self Defense Classes, New Student Discounts, Child Martial Arts, Belts.","Sporting Goods, Boxing Instruction, Martial Arts Equipment & Supplies, Martial Arts Instruction, Self Defense Instruction & Equipment, Sports Instruction ",https://www.yellowpages.com/long-beach-ca/mip/world-power-martial-arts-453469878?lid=1002004460042
Diane Lewis School Of Softball,,"869 E Walton St, Signal Hill, CA 90755", (562) 269-1775,info@dianelewissoftball.com,"Youth Baseball, Baseball Instruction, Softball Instruction, Softball Instruction.","Children's Instructional Play Programs, Architects & Builders Services, Baseball Clubs & Parks, Baseball Instruction, Building Contractors, Golf Course Architects, Recreation Centers, Sports & Entertainment Centers, Sports Clubs & Organizations, Sports Instruction, Stadiums, Arenas & Athletic Fields ",https://www.yellowpages.com/signal-hill-ca/mip/diane-lewis-school-of-softball-455584679?lid=1002104086389
Bucksport Sporting Goods,,"3650 Broadway, Eureka, CA 95503", (707) 442-1832,,,"Sporting Goods, Archery Equipment & Supplies, Bank Equipment & Supplies, Binoculars, Diving Equipment & Supplies, Fishing Bait, Fishing Tackle, Guns & Gunsmiths, Map Dealers, Safes & Vaults ",https://www.yellowpages.com/eureka-ca/mip/bucksport-sporting-goods-11205701?lid=1001111219046
California Surplus Mart,,"6263 Santa Monica Blvd, Los Angeles, CA 90038", (323) 465-5525,sales@onlinesales4less.com,,"Sporting Goods, Army & Navy Goods, Camping Equipment, Camping Equipment Rental, Clothing Stores, Shoe Stores, Surplus & Salvage Merchandise, Tents, Uniforms ",https://www.yellowpages.com/los-angeles-ca/mip/california-surplus-mart-11616291?lid=1000116726586
Hitch Crafters,,"2252 Fairview Rd, Costa Mesa, CA 92627", (949) 548-3000,questions@dutchcrafters.com,,"Sporting Goods, Automobile Parts & Supplies, Bicycle Shops, Display Fixtures & Materials, Racks, Store Fixtures, Trailer Equipment & Parts, Trailer Hitches, Transport Trailers, Truck Equipment & Parts ",https://www.yellowpages.com/costa-mesa-ca/mip/hitch-crafters-10415793?lid=1000116738084
Humboldt Pawn,,"1435 5th St, Eureka, CA 95501", (707) 442-7777,humbaytp@pacbell.net,,"Coin Dealers & Supplies, Alternative Loans, Audio-Visual Equipment, Collectibles, Consumer Electronics, Diamond Buyers, Diamonds, Financial Services, Gold, Silver & Platinum Buyers & Dealers, Guns & Gunsmiths, Jewelers, Jewelry Buyers, Loans, Musical Instruments, Pawnbrokers, Sporting Goods, Television & Radio Stores ",https://www.yellowpages.com/eureka-ca/mip/humboldt-pawn-10251611?lid=1000548141531
Arrow Surf & Sport,,"2324 Mission St, Santa Cruz, CA 95060", (831) 423-8286,,,"Surfboards, Skateboards & Equipment, Sporting Goods, Sports Instruction, Surfing Instructions ",https://www.yellowpages.com/santa-cruz-ca/mip/arrow-surf-sport-3781699?lid=1001722484602
Deer Creek Archery,,"1152 W 8th Ave, Chico, CA 95926", (530) 894-3840,,,"Archery Equipment & Supplies, Archery Equipment & Supplies-Wholesale & Manufacturers, Archery Instruction, Guns & Gunsmiths, Sporting Goods, Sports Instruction ",https://www.yellowpages.com/chico-ca/mip/deer-creek-archery-21975603?lid=1000875181041
Mike West Fitness,,"1169 B St, Hayward, CA 94541", (510) 706-6826,,,"Health Clubs, Educational Services, Exercise & Physical Fitness Programs, Gymnasiums, Health Resorts, Physical Fitness Consultants & Trainers, Sports Clubs & Organizations, Sports Instruction, Sports Motivational Training, Training Consultants ",https://www.yellowpages.com/hayward-ca/mip/mike-west-fitness-471199405?lid=1000437169819
San Diego Ice Arena,,"11048 Ice Skate Pl, San Diego, CA 92126", (858) 530-1825,sdiaice@aol.com,,"Sporting Goods, Exercise & Physical Fitness Programs, Health Clubs, Health Resorts, Hockey Clubs, Hockey Equipment & Supplies, Ice Skating Rinks, Recreation Centers, Skating Equipment & Supplies, Skating Rinks, Sports Clubs & Organizations ",https://www.yellowpages.com/san-diego-ca/mip/san-diego-ice-arena-467548272?lid=1001014072718
Touchdown Sports,,"9000 Ming Ave, Bakersfield, CA 93311", (661) 663-3358,touchdownsportsca@yahoo.com,,"Clothing Stores, Collectibles, Sporting Goods, Sports Cards & Memorabilia, Sports Clubs & Organizations, Sportswear, Uniforms ",https://www.yellowpages.com/bakersfield-ca/mip/touchdown-sports-456274051?lid=1000437161244
Los Lagos Golf Course,,"2995 Tuers Rd, San Jose, CA 95121", (408) 361-0250,,,"Sporting Goods, Banquet Halls & Reception Facilities, Golf Courses, Golf Equipment & Supplies, Golf Practice Ranges, Sports Instruction ",https://www.yellowpages.com/san-jose-ca/mip/los-lagos-golf-course-7383871?lid=1000295290007
Gun World,,"2412 W Magnolia Blvd, Burbank, CA 91506", (818) 238-9071,gunworld@pacbell.net,,"Sporting Goods, Ammunition, Collectibles, Gun Safety & Marksmanship Instruction, Guns & Gunsmiths, Safety Equipment & Clothing ",https://www.yellowpages.com/burbank-ca/mip/gun-world-11361200?lid=1000088574823
Bamboo Reef Scuba Diving Centers,,"584 4th Street, San Francisco, CA 94107", (415) 362-6694,,,"Sporting Goods, Divers, Diving Equipment & Supplies, Diving Excursions & Charters, Diving Instruction, Sports Instruction ",https://www.yellowpages.com/san-francisco-ca/mip/bamboo-reef-scuba-diving-centers-534035519?lid=1001147467266
Predator's Archery,,"7350 Monterey St, Gilroy, CA 95020", (408) 842-7733,predator@garlic.com,,"Sporting Goods, Archery Equipment & Supplies, Archery Equipment & Supplies-Wholesale & Manufacturers, Archery Instruction, Archery Ranges, Recreation Centers, Sports Instruction ",https://www.yellowpages.com/gilroy-ca/mip/predators-archery-6516833?lid=1000116672085
Alvin Lou's Drilling Room,,"1280 Fletcher Pkwy, El Cajon, CA 92020", (619) 449-1922,,,"Sporting Goods, Bowling Equipment & Accessories, Bowling Instruction, Recreation Centers, Sports Instruction ",https://www.yellowpages.com/el-cajon-ca/mip/alvin-lous-drilling-room-521865583?lid=1001383787107
Encore Gymnastics,,"999 Bancroft Rd, Concord, CA 94518", (925) 932-1033,eric@akesondesign.com,,"Sporting Goods, Camps-Recreational, Climbing Equipment, Dancing Instruction, Gymnasiums, Gymnastics Instruction, Health Clubs, Party & Event Planners, Party Planning, Recreation Centers, Sports Instruction ",https://www.yellowpages.com/concord-ca/mip/encore-gymnastics-461725787?lid=1000232121136
Clayton Valley Bowl,,"5300 Clayton Rd, Concord, CA 94521", (925) 689-4631,bowlclayton@astound.net,,"Sporting Goods, Bowling, Bowling Equipment & Accessories, Bowling Instruction, Children's Party Planning & Entertainment, Party & Event Planners, Party Planning, Recreation Centers, Sports Instruction ",https://www.yellowpages.com/concord-ca/mip/clayton-valley-bowl-2782133?lid=1000116704047
Ito's White Tiger,,"1119 Grant Ave, Novato, CA 94945", (415) 897-0676,,,"Sporting Goods, Boxing Instruction, Exercise & Physical Fitness Programs, Martial Arts Equipment & Supplies, Martial Arts Instruction, Meditation Instruction, Self Defense Instruction & Equipment, Sports Instruction ",https://www.yellowpages.com/novato-ca/mip/itos-white-tiger-22277799?lid=1000116752884
Shell Beach Surf Shop,,"2665 Shell Beach Rd, Pismo Beach, CA 93449", (805) 773-1855,stu@shellbeachsurfshop.com,,"Sporting Goods, Bicycle Rental, Clothing Stores, Sports Instruction, Surfboards, Surfing Instructions ",https://www.yellowpages.com/pismo-beach-ca/mip/shell-beach-surf-shop-11846137?lid=1000108770027
Laguna Seca Golf Ranch,,"10520 York Rd, Monterey, CA 93940", (831) 373-3701,laguna@golf-monterey.com,,"Sporting Goods, Golf Courses, Golf Equipment & Supplies, Private Golf Courses, Sports & Entertainment Centers, Sports Clubs & Organizations ",https://www.yellowpages.com/monterey-ca/mip/laguna-seca-golf-ranch-13263745?lid=1000295260828
Oakland Ice Center,,"519 18th St, Oakland, CA 94612", (510) 268-9000,,,"Sporting Goods, Ice Skating Rinks, Recreation Centers, Skating Rinks, Sports Clubs & Organizations, Sports Instruction ",https://www.yellowpages.com/oakland-ca/mip/oakland-ice-center-1324624?lid=1001754836627
Pacific Awning Company Inc,,"19025 Parthenia St Suite 122, Northridge, CA 91324", (747) 216-1610,pacificawning@gmail.com,"Patio Enclosures, Awning & Canopy Maintenance, Awnings.","Awnings & Canopies, Awnings & Canopies-Repair & Service, Building Contractors-Commercial & Industrial, Camping Equipment, Patio Builders, Patio Covers & Enclosures, Shutters, Sporting Goods, Tents-Rental ",https://www.yellowpages.com/northridge-ca/mip/pacific-awning-company-inc-561742533?lid=1002071188141
The Bow Rack,,"2032 Waldon St, Redding, CA 96001", (530) 243-5181,,,"Sporting Goods, Archery Equipment & Supplies, Archery Instruction, Archery Ranges, Clothing Stores, Sports Instruction ",https://www.yellowpages.com/redding-ca/mip/the-bow-rack-505440350?lid=1002014322779
Ace Billiard Service,,, (626) 305-1027,info@acebilliardservice.com,,"Billiard Table Repairing, Billiard Equipment & Supplies, Sporting Goods ",https://www.yellowpages.com/monrovia-ca/mip/ace-billiard-service-480010040?lid=1000419017650
Todd,,"513 Claverie Way, Benicia, CA 94510", (707) 745-1080,,,"Fishing Supplies, Fishing Bait, Fishing Charters & Parties, Fishing Tackle, Fishing Tackle Parts & Repair, Sporting Goods ",https://www.yellowpages.com/benicia-ca/mip/todd-22827401?lid=171754146
Northwood Golf Club,,"19400 Highway 116, Monte Rio, CA 95462", (707) 865-1116,,,"Sporting Goods, Banquet Halls & Reception Facilities, Golf Courses, Golf Equipment & Supplies, Golf Instruction, Golf Tournament Booking & Planning Service, Sports Instruction ",https://www.yellowpages.com/monte-rio-ca/mip/northwood-golf-club-2797877?lid=1000998736790
Vallemar Station,,"2125 Coast Hwy, Pacifica, CA 94044", (650) 359-7411,ashstation@yahoo.com,,"Sports Bars, American Restaurants, Bars, Karaoke, Restaurants, Take Out Restaurants ",https://www.yellowpages.com/pacifica-ca/mip/vallemar-station-9097129?lid=1000703695243
Helm Of Sun Valley,,"2843 Howe Ave, Sacramento, CA 95821", (916) 922-5431,Info@helmsunvalley.com,,"Sporting Goods, Ski Equipment & Snowboard Rentals, Skiing Equipment ",https://www.yellowpages.com/sacramento-ca/mip/helm-of-sun-valley-14554728?lid=1001433826546
Porters Pub,,"121 S School St, Lodi, CA 95240", (209) 400-7147,porterspublodi@yahoo.com,,"Bar & Grills, American Restaurants, Bars, Restaurants, Sports Bars ",https://www.yellowpages.com/lodi-ca/mip/porters-pub-491828823?lid=1001783805255
Upholstery Decor Inc.,,"5788 Hollister Ave, Goleta, CA 93117", (805) 964-2001,info@foamonline.com,"Antique Restoration, Free Estimates, Custom Built Cushions, Over Forty Different Fabric Companies To Choose From..., Antique Reconstruction & Recovering To Expert Handcrafted Modern Furniture, Pick-Up & Delivery Services, Pad Replacement, Expert Restoration, Furniture Restyling Repairing & Refinishing, Reupholstery, S.B.'S Largest Foam Outlet - Over 12 Types in Stock, Complete Auto & Marine Interiors, Furniture Repair, Yacht Interiors, Bbb, Fabrics, Reproductions, Foam, Upholstery, Mattresses.","Sporting Goods, Arts & Crafts Supplies, Athletic Field Construction Materials & Supplies, Bedding, Beds & Bedroom Sets, Benches-Seating, Canoes & Kayaks, Cushions, Fabric Shops, Foam & Sponge Rubber, Furniture Repair & Refinish, Furniture Stores, Futons, Kayaks, Mattresses, Packaging Materials, Plastics & Plastic Products, Plastics, Polymers & Rubber Labs, Plastics-Foam Products, Polyurethane Products, Rubber Products, Rubber Products-Manufacturers, Rubber Products-Molded, Shipping Room Supplies, Shipping Services, Upholsterers, Upholstery Fabrics ",https://www.yellowpages.com/goleta-ca/mip/upholstery-decor-inc-13538616?lid=1001981056025
Idle Wheels R V Center,,"4625 Missouri Flat Rd, Placerville, CA 95667", (530) 622-7034,idlewheelsrv@yahoo.com,,"Sporting Goods, Camping Equipment, Recreational Vehicles & Campers, Recreational Vehicles & Campers-Repair & Service, Trailer Equipment & Parts, Trailer Hitches, Trailers-Repair & Service, Transport Trailers ",https://www.yellowpages.com/placerville-ca/mip/idle-wheels-r-v-center-12454314?lid=1000116588941
Sports World,,"30 W 4th St, Eureka, CA 95501", (707) 443-4011,,,"Sporting Goods, Advertising-Promotional Products, Awards, Clothing Stores, Commercial Artists, Embroidery, Printing Services, Screen Printing, Sportswear, T-Shirts, Trophies, Plaques & Medals ",https://www.yellowpages.com/eureka-ca/mip/sports-world-10192267?lid=1001978194320
Off Ramp The,,"2320 W El Camino Real, Mountain View, CA 94040", (650) 968-2974,U.Dennis@offrampbicycles.com,,"Sporting Goods, Bicycle Shops, Exercise & Fitness Equipment ",https://www.yellowpages.com/mountain-view-ca/mip/off-ramp-the-10463830?lid=1001739912241
Bay Aerials Gymnastics,,"4883 Davenport Pl, Fremont, CA 94538", (510) 651-5870,flip4fun@bayaerials.com,,"Sporting Goods, Exercise & Fitness Equipment, Gymnasiums-Equipment & Supplies, Gymnastics Instruction, Gymnastics Supplies, Sports Instruction ",https://www.yellowpages.com/fremont-ca/mip/bay-aerials-gymnastics-21979472?lid=1001723348240
Aquatic Discount Scuba,,"1410 California St, Escalon, CA 95320", (209) 838-3481,adssales@charter.net,,"Sporting Goods, Diving Equipment & Supplies, Diving Instruction, Sports Instruction ",https://www.yellowpages.com/escalon-ca/mip/aquatic-discount-scuba-10819729?lid=1000570832831
Diablo Trophies & Awards,,"1922 Contra Costa Blvd, Pleasant Hill, CA 94523", (925) 680-0155,david@diablotrophy.com,,"Sporting Goods, Advertising-Promotional Products, Awards, Badges, Bowling Equipment & Accessories, Clocks, Engraving, Rubber & Plastic Stamps, Stationery Stores, Trophies, Plaques & Medals ",https://www.yellowpages.com/pleasant-hill-ca/mip/diablo-trophies-awards-12762560?lid=1000232145777
St. John's Bar & Grill,,"510 Lawrence Expy, Sunnyvale, CA 94085", (408) 822-9358,carol@stjohnsgrill.com,,"Sports Bars, American Restaurants, Bar & Grills, Bars, Restaurants, Take Out Restaurants ",https://www.yellowpages.com/sunnyvale-ca/mip/st-johns-bar-grill-519576528?lid=1001329782493
Steamers Grillhouse,,"31 University Ave, Los Gatos, CA 95030", (669) 232-6012,,,"Sports Bars, Bar & Grills, Bar Stools, Bars, Fine Dining Restaurants, Restaurants, Seafood Restaurants ",https://www.yellowpages.com/los-gatos-ca/mip/steamers-grillhouse-31144792?lid=1002104938951
Rv Service Center Of Santa Cruz,,"2525 Mission St, Santa Cruz, CA 95060", (831) 427-0881,parts@rvcsc.com,,"Sporting Goods, Auto Repair & Service, Bicycle Racks & Security Systems, Bicycle Shops, Boat Equipment & Supplies, Boat Trailers, Brake Repair, Bus Repair & Service, Horse Trailers, Horse Transporting, Livestock Equipment & Supplies, Motor Homes, Recreational Vehicles & Campers, Recreational Vehicles & Campers-Rent & Lease, Recreational Vehicles & Campers-Repair & Service, Trailer Equipment & Parts, Trailers-Repair & Service, Transport Trailers, Utility Trailers ",https://www.yellowpages.com/santa-cruz-ca/mip/rv-service-center-of-santa-cruz-7211509?lid=1000116799292
Arcades & Party Rentals by GEMS INC.,,"11135 Vanowen St Ste A, North Hollywood, CA 91605", (818) 980-7368,info@gemsparties.com,,"Sporting Goods, Camping Equipment, Casino Party Rental, Chair Rental, Games & Supplies, Party & Event Planners, Party Favors, Supplies & Services, Party Planning, Party Supply Rental, Rental Service Stores & Yards, Tents-Rental, Video Games, Video Games-Renting & Leasing, Wedding Supplies & Services ",https://www.yellowpages.com/north-hollywood-ca/mip/arcades-party-rentals-by-gems-inc-499896651?lid=1001643843025
All American Bowling & Trophy Supply,,"849 Cabrillo St, San Francisco, CA 94118", (415) 668-7696,aabnt@yahoo.com,,"Sporting Goods, Awards, Bowling, Bowling Equipment & Accessories, Engraving, Recreation Centers, Trophies, Plaques & Medals, Trophy Engravers ",https://www.yellowpages.com/san-francisco-ca/mip/all-american-bowling-trophy-supply-465171163?lid=1000116652187
